review,authorName,rating,movieId,id,authorId
"So imagine the scenario. A boozy lunch with with some screenwriters who had just seen Vivarium (2019) and began to recall Stepford Wives (2004) and the Truman Show (1998). We know, say the assembled talent - let's write a pointless hybrid of these stories, making sure to avoid the best bits of any of them then get two gorgeous people to take part. We'll end up minted! Well they may well have ended up making loads of cash, but what they have provided for us is an heavily stylised story that goes nowhere fast. To be fair, Florence Pugh tries quite hard as Alice, the increasingly disturbed wife of Jack (Harry Styles). They live in an Utopian desert community where the men all head to work for Frank (Chris Pine) in the morning and the women do the standard middle class housework, shopping and networking things. All is idyllic until Alice notices that one of their neighbours Margaret (KiKi Layne) is convinced that something is amiss amidst their perfect lifestyle. When an inexplicable tragedy ensues, Alice starts to have nightmares and soon her marriage and his career prospects are in jeopardy. Pine isn't the least menacing as the duplicitous Frank and though the camera really does love Styles, he has little here to demonstrate whether he can actually act or can just fill a perfectly tailored suit as well as Daniel Craig. That's really the problem here. The film looks good, but the plot is completely undercooked. We are delivered of a partially formed plot that is derivative and, frankly, rather dull. The last few scenes with the guys in red reminded me of a television commercial for Vodaphone and at just over two hours long, I was just unengaged with it all. Styles' looks will take him far and working with the likes of Pugh and Pine will only help him, but unless his people work harder on the scripts and characterisations, then he will just end up Zac Efron-light. This is a film for television in due course, I'd say.",CinemaSerf,3,619730,633159ecd38b580092a8ca25,7d581d9e-36b8-4792-828a-d878c71bae38
"I thought this was great.I only knew of the off-screen drama about <em>'Don’t Worry Darling'</em>, thankfully I hadn't read or seen anything at all about the plot - which, obviously, helped my enjoyment. As such, I was extremely interested in the first chunk of this. It builds up nicely, revealing details here and there. The ending isn't as strong but I still dig it, don't get me wrong.The cast are terrific, even if Florence Pugh completely wipes the floor with her co-stars... and I don't mean that negatively on them one bit, it's simply a case of Pugh giving an outstanding performance. This is only the third film of her's that I've seen... gotta watch more!Away from Pugh, I was impressed by Harry Styles. He can act. I will say, though, that Shia LaBeouf would've been greater in the role though. Elsewhere, Olivia Wilde (also dir.), Chris Pine and Gemma Chan do good things.Is it a perfect film? Not at all. Is it entertaining? Sure is. Each to their own, but I thoroughly enjoyed this 2022 release.",r96sk,4,619730,6345c1a507e2810082f147f5,d40c3080-cd39-418c-9928-eee493bb535b
"It is no surprise that _Don't Worry Darling_ has been marred with public controversies and poor critic reception, but is it really bad as the media would want you to believe? While I admit, there are plenty of issues in the story department, like completely abandoning certain plot details as they are introduced or leaving certain character plots half-baked to name a few, the other aspects of this film really make this an enjoyable viewing experience.Olivia Wilde's direction is actually really well done here. I could tell that certain shots and elements were done with the specific intent to create a romanticized version of the 1950's while still giving glimpses of something sinister hidden underneath. Although it is a shame that these elements didn't lead to much in terms of a reveal at the end.The acting is a mixed bag here. Florence Pugh and Chris Pine absolutely carry this film. Pugh carries such complex emotions and is able to show her internal struggles while putting on a pretty face for appearance sakes. It is captivating and the audience can completely be resonant with her, this connection makes her character easy to root for. Chris Pine was really sinister in this role. I have not seen him as a villain in many shows and he does a fantastic job. For whatever reason, his mannerisms really reminded me of James Spader in Avengers: Age of Ultron, and that is a complement. Pine was not giving much screen time or character development, but he does the most with what he has. Olivia Wildes was fine, do not really have any complaints really, wasn't great but wasn't bad. Harry Styles' performance is hard to pinpoint. While I don’t think he did bad, but when he is constantly sharing the screen with Pughe, he is overshadowed a lot and his deficiencies show much more.Overall, I was disappointed with _Don't Worry Darling_ and the potential that was there to be such a special film. But it was still a good film that I had a fun time in.**Score:** _69%_**Verdict:** _Good_",Nathan,3,619730,6349a4a1414291009882333b,26086766-c4fb-4d2b-a17d-f729f5e9c4eb
"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/opinion-pieces/what-do-both-dont-worry-darling-and-crimes-of-the-future-have-in-commonPersonally, I believe that cinematic narratives with multiple plot points and questions related to the world itself are too often confused and envisioned as character studies driven by a single protagonist.Both Olivia Wilde and David Cronenberg complete their movies when the main character fulfills the minimum requirements of their arc, consequently renouncing all other equally significant issues worthy of in-depth exploration. In the case of Don't Worry Darling, one finishes it with an underwhelming feeling from an unsurprising conclusion, while in Crimes of the Future, viewers are left with several questions and interesting, half-developed paths about such a mesmerizing futuristic world.Neither film explores its own world-building satisfactorily.Rating: B-",MSB,3,619730,634bd53fe263bb009c4f9b55,b262d45c-b601-4b95-b765-a95f18815580
"There are a few scenes in this that are vaguely menacing, but for the most part it is really, really poor! Idris Elba (Nate) arrives with his daughters Mer (Iyana Halley) and Norah (Leah Jeffries) at at remote African game reserve run by his friend Martin (Sharlto Copley). Pretty soon we realise that the luggage they brought on the plane is but the tip of the iceberg of baggage that actually accompanied this family and we are quickly immersed in a rather unattractive melodrama surrounding his late wife who tragically passed away (hopefully before seeing this film). Anyway, they are out on a guided tour when they discover that all is not well - an huge rogue lion is out to avenge himself on humanity after a group of poachers annihilated his pride. Snacking with impunity, this lion is soon determined to make a meal of these travellers - but can they stay alive long enough for help to arrive? Elba struggles to deliver consistency with his rather un-necessary American accent, the two girls are frankly just annoying and from very early on, I was wholeheartedly on the side of the lion. Curiously (or fortunately for the narrative), this great beast has virtually no sense of smell so Nate and his offspring seem to manage to dice with death on an implausibly regular basis. Taking shelter in an old school - leaving all the doors open for added protection; getting in and out of their land cruiser with scant regard for their safety and armed with little more than a pen-knife. The dialogue is OK - that's because it says it over and over again... Are you OK? Are You OK? The last few scenes are just plain silly - indeed, they reminded me of my schoolboy enjoyment of Daktari (1966) with the friendly Clarence the cross-eyed lion married together with one of the those semi-educational Disney films with actuality interspersed into the fiction. It does have the benefit of being short - just the ninety minutes, but what action there is is all too often drowned out in the banal family drama that is just dull. Nobody's finest work, sorry...",CinemaSerf,2,760741,630a92c9b7d3520080a5b9b7,b9b0f658-2d7d-43ac-9841-d444b15e2cab
"MORE SPOILER-FREE REVIEWS @ https://www.msbreviews.com/Beast is one of the most gorgeous, satisfying films of the year. The camera moves cut-free during the vast majority of scenes, depicting all the splendor of the African safari, as well as helping viewers to become invested in the character interactions in a much more captivating manner.The immersive atmosphere carries immense suspense and tension - the lion sequences are quite brutal - where Idris Elba delivers one of the most emotional performances of his career. It follows the usual formula when it comes to survival movies, and it does require some suspension of disbelief. Final remark for the convincing visual effects.Audiences won't be disappointed.Rating: B",MSB,3,760741,63152df40c125500923abbc8,96fc2d0d-f720-4d63-89a9-4d47dcf6a2e1
"**Poor effects and mediocre writing obscure Beast’s shining moments.**Beast is a decent creature movie entry with some good actors and immersive camerawork. Unfortunately, the digital effects on the lion are distracting and prevent the tension from fully building. The film was at its best when characters were frantically trying to spot the lion before it attacked, but the attacks themselves were easily survivable, making the result disappointing. The pointless family drama, weak dialogue, and far-fetched man versus lion battles prevented Beast from being as enjoyable as movies like Crawl or Deep Blue Sea.",mooney240,3,760741,631ac7e05c5cc8007d19b1f1,b590a66e-06c6-4509-bb00-94f9a96a13f1
"I think the key to figuring out this movie is an early scene in which one of the characters is wearing a Jurassic Park shirt. This must be the filmmakers winking their eye at the audience, letting us know that what we’re about to see is all in jest. How else to explain a film where the protagonists arrive in South Africa and immediately start bitching about the heat, but they’re all wearing jackets, and sweaters, and hoodies? More importantly, how are we to interpret a movie that introduces the issues of poaching (people who kill lions) and anti-poaching (people who kill people who kill lions, or at least that’s what Beast thinks it is), only to have the antagonist be a maneater (a lion that kills people regardless of their stance on poaching).This only perpetuates the myth that lions have never met a human they didn’t want to maul (while contributing nothing to the poaching debate). I’m not saying lions follow an animal version of the First Law of Robotics, but they do get a bad rap in the movies, as do sharks — and in that sense, Beast is closer to Jaws: The Revenge than Jaws. Actually, Beast is even worse than Jaws: The Revenge because the latter at least used a mechanical shark, as opposed to the former’s pitiful CGI lion. All things considered, this is a film that makes you yearn for the simplicity of The Ghost and the Darkness, which made no pretense of being anything other than a Hemingway-lite story about male bonding over hunting big game (and which, though taking many liberties with the source material, had the decency to feature real lions). Here, however, the hero tricks two other lions into killing the 'evil' lion, not only a gambit that could easily backfire, but also not very nature-friendly. Although coming to think about it, maybe these lions do comply with the second part of the First Law (A robot [or in this case, lion] may not ... through inaction, allow a human being to come to harm).",JPRetana,0,760741,6320f1aa06f984007f66317b,f10323d8-965c-463a-91fa-3d30b16944d5
"**o.m.g - one of the worst movies I've ever seen. Please don't pay to see this film!**Idris Elba is generally mediocre anyway, but he can put on an acceptable performance with a decent script and concept. Sadly, neither was available to him in this bumbling, tragic, and failed effort to create dramatic cinema. I'm amazed that anyone could create a movie based on such a predictable and often used concept and do it so badly. One poorly contrived scene after another, belief is not just suspended, but abandoned entirely to piece together a cartoonish presentation of sappy ideas and bad cgi. The script is equally dreary, simplistic, and filled with mostly predictable chatter, until it suddenly leaps off the cliff of reality and into the void of astoundingly stupid. Sadly, that happens far too often.Don't bother going to the cinema to see this. Wait a few weeks for it to get relegated to Pluto TV, Amazon Prime Video,  or Freevee. Honestly, it won't take long.",thecrustycurmudgeon,1,760741,632d5b4d55937b0084f84017,a3f4d976-7c98-46d2-94b8-96ef486afcf9
"_Beast_ had its moments where I was left gripping the arms of my chair at the edge of my seat, but the majority of film had me verbally laughing at the poor character writing. This movie does a lot right, don't get me wrong. The buildup to the encounter was done really well. You get a great introduction to all the characters and the individual struggles they go through due to the loss of Dr. Nate Daniels wife; it gives a baseline for the viewer to be able to relate and sympathize with the character. The action is pretty decent, and I was really impressed with the CGI work done on the lion. But, once the climax ensues the writing goes downhill, mainly in terms of character decision making. I found that the writers did not really know how to create unique situations to put the characters in with the lion, resulting in baffling decision to prolong the duration of the film. At every turn, a solution is so easily in view, but they do something that is such a right turn that it is unbelievable. The performance of Idris Alba really pulls the score up though. He does a fantastic job and portrays the loving and protecting nature of a father so well. I enjoyed his cool calm collected nature during high pressure scenes, it gave a sense of reality to him being a doctor. Overall, this film is not great, but it was entertaining, and I had a good time.**Score:** _65%_ |**Verdict:** _Decent_",Nathan,3,760741,6349a1b5501cf2007f6ec236,d3c01311-287a-48b5-9e5a-e4472ae02e30
"What an excellent sequel - I, in fact, like it more than its predecessor.<em>'Top Gun: Maverick'</em> is fantastic, simply put. I was expecting it to be good, but it's actually much more enjoyable than I had anticipated. The callbacks to the original are expertly done, the new characters are strong/well cast, it has plenty of meaning, music is fab and the action is outstanding - the aerial stuff is sensational.The story is superb, with each high stake coming across as intended - parts even gave me slight goosebumps, which is a surprise given I'm not someone who has a connection to the 1986 film. It's all super neatly put together, I honestly came close to giving it a higher rating.Tom Cruise is brilliant as he reprises the role of Maverick, while Miles Teller comes in and gives a top performance. Jennifer Connelly is another positive, though her role does kinda feel a tiny bit forced in order to have a love interest; given Kelly McGillis' [unexplained] absence.Monica Barbaro stands out most from the fresh faces, though I actually did enjoy watching them all - which is something I thought the film may struggle with, adding new people, but it's done nicely; sure Jon Hamm and Glen Powell are a little cliché, though overall I approve.A great watch - I'd highly recommend it, though naturally would suggest watching the previous film first if you haven't already.",r96sk,4,361743,628e79eb1a32483b62466c62,372e4fac-26ae-4b32-94cb-602c445d563f
"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/top-gun-maverick-spoiler-free-reviewTop Gun: Maverick is the return of pure, nostalgic blockbusters, instantly becoming one of this year's personal favorites. The best aerial action sequences ever amaze even the highest expectations, not only due to the absolutely insane real stunts but largely because of the flawless contribution of all filmmaking elements.The surprisingly emotional screenplay helps Tom Cruise deliver one of the best performances of his career. Perfect editing is essential to creating such realism, as well as raising the tension levels for one of the best final acts within the respective genre.And, finally, the memorable score loaded with epic tracks makes the theater experience the only way this magnificent work should be seen.Superior to the original in every way.Rating: A-",MSB,4,361743,6291388cd48cee0f2ab6246f,1f964aee-28f0-4ceb-a2f3-c7907db24465
"A lot of things in this movie do not make sense, like why not use F-35?, why didn't cruise missiles target enemy air defence and planes in hangars? to name a few. The original movie had some seriousness built into it, the sequel I think is closer to a comic book movie. Very similar to the original star wars, especially the action sequence at the end. Just a tad more realistic than black widow, you can clearly see the action comedy style of Marvel movies.I think a lot of conservatives reminiscing Reagan years would watch it, that should be enough to make it a hit.I think that is also the reason of the high score. To me the movie quality is more of 5 ~ 7 out of 10.Just don't think too much when watching it, but I don't think that is too big a problem for the target audience.",tmdb20895531,2,361743,629181017d5db510a72f8efc,153254c7-b952-4a85-8600-349a5add1cc9
"It seems like I have been watching the trailers for this film for years now - and you know what? Yes - it was worth the wait. The film is all about some truly exhilarating aerial photography that culminates in some super dogfighting and a good old dose of nostalgia. Tom Cruise is very much in his element as the ageing - and frequently not afraid to look it - eponymous Top Gun pilot drafted in by a rather sceptical admiral to train up a new squad for a very perilous mission to destroy an underground uranium enrichment facility. The team arrive - full of hormones - and he must whip them into shape, a task made more difficult by the presence of Rooster (Miles Teller) who is the son of his old mate Goose who came to a sticky end last time out in 1986. He also gets to rekindle his romance with bar owner Penny (Jennifer Connelly) whilst all under the protection of his former wingman, now the poorly retired admiral Kazansky (Val Kilmer). To be honest, the story isn't really up to much - there are some twists and turns, the script is not without some humour but there is no jeopardy really. We all know what is going to happen in the end. That said, though, everyone is on good form; the pace (aside from the interludes with Connelly which do rather abruptly slow things down a bit) is consistently action packed and the imagery from both inside and outside of these amazing pieces of machinery is not at all repetitive and is compelling to watch. Even the usual gung-ho, ye-ha stuff is kept to a minimum - this is a superior film depicting the US military at it's most competitive, but also at it's most intelligent - and I really quite enjoyed it. Big screen photography - don't wait til it is on the telly.",CinemaSerf,3,361743,629470aca44d090067b777ba,f25e06dc-4d86-4dd4-b9f0-bd8847bf2beb
"_Top Gun: Maverick_ is a sequel that is a leaps and bounds improvement over the original film. There’s better acting from the entire cast, more of an emotional attachment between at least two of the main characters in the film, and subtle humor that actually lands. But the film’s constant need to fly in the same flight pattern as the original film comes off as more of a restraint than a fond recollection.The sequel seems to highlight many of the shortcomings of the original film, which in retrospect seems like something you’d try to avoid. With its record breaking box office during Memorial Day weekend, _Top Gun: Maverick_ is an enormously thrilling sequel with unparalleled action sequences that has proven to be exactly what fans have been waiting over 30 years for.**Full review:** https://hubpages.com/entertainment/Top-Gun-Maverick-2022-Review-Dont-Think-Just-Sequel",Chris Sawin,3,361743,6298c0207e12f02c82337cbb,bf61e6fd-076d-4724-93f2-3fcf96469efb
"Haven't seen a movie this perfect in decades. It was most obviously written and directed with the audience in mind - no politics, no preaching, no gratuitous sex, no woke, no offensive casting or characters. Brilliant, simplistic screenwriting and thrill rides. The original, if you've seen it, was iconic as it was, and to know it makes the second film here more enjoyable, but even if you're not familiar with the background of the characters it's clearly presented enough to be a stand-alone enjoyable film.",JustEntertainment,5,361743,62b0614f568463006125f78a,d1ae0746-82ca-4b96-8542-7895e8204bca
> Loved this movie.  Even had me guessing to the end.  Seems like every cast member picked to play their role was the only person that could pull it off especially for the song of Goose.  9.9/10 sequel never lived up to original this one did. 10/10,T,5,361743,62be35db28723c007c11d7f9,fcd0de44-e28b-4acb-970d-19cb4be4d5b7
"This is how American movies should be made.I have to confess I'd all but given up on Hollywood. The incessant woke indoctrination had led me to the conclusion, the US film industry, had little left to offer and then along came, Top Gun: Maverick.A simple, well rendered, military action flick that reinvents the formula for success and doggedly sticks to it. Everything about this film is polished. It comfortably updates the 80's original with style, verve and hands down top shelf acting from Tom Cruise and the cast.I'm not a fan of NATO or US exceptionalism but this films such quality, it even had me cheering, irrespective.Entertainment as it should be.....10/10.",MovieGuys,5,361743,62fc861b7cffda0092ddb40c,6fb73456-935c-40c6-b6e6-3aefa392eecc
"**Best movie of 2022 so far, and I don’t see what could possibly top it!**This movie is nearly perfect in every way. Top Gun: Maverick is a masterpiece, from the pacing to the acting to the cinematography to the character development to the casting to the writing. I can’t think of a single thing that didn’t blow me away. The intensity and intentionality of the action were magnificent and balanced with heartfelt moments of character growth and story. Tom Cruise’s best movie in a career filled with memorable and exceptional films.",mooney240,5,361743,63002a83b39e350082d57a9c,a3a16d7b-fbda-49c2-9ba3-1fb7929653e5
"**Wanna see the real cheesy, very 80s, bloodpumping, blockbuster movie? a movie that can lift your mood without being to complicated? a movie that can make you feel immerse in movie theaters?**Say no more fam, cuz i presents you one of my favorite in 2022TOP GUN MAVERICK_**Set 30 years after its predecessor, it follows Maverick's return to the United States Navy Strike Fighter Tactics Instructor program (also known as U.S. Navy-Fighter Weapons School - TOPGUN), where he must confront his past as he trains a group of younger pilots, among them the son of Maverick's deceased best friend Lieutenant Nick Goose Bradshaw, USN.**_—WrathzoI never thought, a sequel from 80s hits movie would be exceeding its predecessor. tbh i thought this movie would be suck and will be getting the fate like The Matrix Resurrections and RoboCop remake. But boy i was wrong, this movie is the definition of Awesomeness in Cinema.Let me start with the Story. This movie doesnt have any complex story and some of it structure if im looking at it, kinda almost the same as the first one. But is it identical? yes? so it means they just copying it? no. what i mean is Peter Craig did take a few ideas from the first movie for a few scene (i think its a homage for the first movie) but the context has alot more meaning than the first one tbh.Now Scoring, Lorne Balfe did great job for remaking the Top Gun Anthem... Damn it feels good hearing that theme again... and also, i want to applause Onerepublic and Lady Gaga for creating such an awesome soundtrack for the movieNow lastly for cinematography and visual effect, its probably the first time in my life i got out from IMAX and said i paid 10$ dollar for this movie? i feel like i should've paid more. This movie is too good. The sound design, the real action from fighter jet, the bloodpumping visual. It all works together creating this masterpiece. its been a decade since i feel this immerse on the movie.**In conclusion, ill keep this shortThis is the reason why Movie Theatre was created, now go watch it on IMAX. Trust me, you'll never regret it.**",KVNNBH,5,361743,630791e10398ab007a28e8cc,ea3b1695-4391-4e31-a31f-b9018457a568
"This was a good movie. It has a pretty generic story, but its filled with a lot of heart and the right music at the right times. It also helps that on the technical side. It crispy clear video and amazing audio keeps you totally immersed.",Kay Cee,4,361743,6313d4f30d294400795a492c,d9a93e3d-681e-4e1e-a7d7-4f7957d2998c
"I'm a simple man, I see Christopher McQuarrie's name, and I get ready for some well-crafted action filmmaking.This is easily one of the best action movies I've gotten the chance to see in theaters, grounded in a rock-solid emotional foundation. The screenplay does an excellent job giving us all of its payoffs in a mesmerizing finale, almost as well as the Wachowski's SPEED RACER. Impactful stuff.Looks great, sounds great, feels great. Loved it.",[robbie grawey],4,361743,631fa25d7fcab3007af1f7d4,7f3baf57-943e-4d50-b3c0-27f3c06de745
"As an avid horror fan, I can genuinely say that Smile unsettled me beyond belief. In many horror films of today, directors rely solely on jump scares to create this sense of shock and horror. But in Smile, Parker Finn is able to build suspense and tension throughout a scene to then crescendo into a jump scare that the audience knows is coming but are so tense that they cannot help but to release into fright.While this movie does not break major ground in terms of plot and storytelling there is some depth that is added with mental health and the feeling of isolation during manic episodes. I felt for Rose throughout this entire film, as she used to be the one helping patients through mental crisis and now that she is having one of her own, she is met with the same doubts even though it is a genuine fear. The sense of hopelessness grows throughout the movie as hope drains from our lead actress.Speaking of our lead actress, Sosie Bacon is fantastic in this movie. She carries every single scene she is in, which is just about every one. Her minor facial movements and eye expressions were so sad and realistic to that of someone experiencing trauma. I loved everything about her performance and will be excited to see her moving forward. The other performances were average across the board, but they didn't really have a lot to work with and filled their roles well. Jessie Usher felt a little out of place though, I feel like he did the nice and charismatic husband role well but when he had to display genuine fear and anger he overacted quite a bit.Finally, I wanted to touch on the ending. I am not going to spoil anything for the audience, but this is exactly what I wanted throughout the entire film. I kept asking myself, are they going to do it? But second guessed myself and when the payoff happened, I left the theater with a big Smile on my face.**Score:** _75%_ |**Verdict:** _Good_",Nathan,3,882598,6349a527e263bb0084f27628,a8ecc2a0-97bc-4dac-a1ba-0a3fe9c2e13a
"Dr. Rose Cotter (Sosie Bacon) is a dedicated clinical psychologist who witnesses the gruesome suicide of a young woman in her hospital consulting room. Traumatised, as you might expect, she gradually starts to suffer from unexpected goings on in her own life. Her relationship becomes unstable and soon she appears to have but a tenuous grasp on reality herself. What's going on? Is she doomed to a similar fate? This has something of the Azazel theory to it, and as the story develops director Parker Finn manages to build quite a degree of mystery and suspense. The malevolence of her haunting spirit is well captured by those working the audio - the sound effects and the score contribute well to the overall feel of this film. The acting though, well I am sorry - I found that to be a terrible let down. Initially, Bacon owned the film but after a few moments she just hadn't the weight to carry the thing in what is, essentially, a one-hander. Her support comes mainly for her ex-boyfriend/cop and all round sceptic about the whole thing Joel (Kyle Gallner) after her boyfriend Trevor (Jessie T. Usher) and her own erstwhile psychiatrist played by an indifferent Robin Weigert give up the ghost with her. Sadly, they offer little to add depth to this rather superficial horror effort. There are jump moments, but they lose their potency as this actor fails to capitalise on the tensions being created around her. Perhaps had the story spent less time on her character development, and the pace been tightened up a bit then we might have had less time to worry about that; but the style of the photography with too many lingering images merely serves to sterilise the whole thing for me. I was really disappointed, and after a while just wanted to go watch Fallen (1998) instead.",CinemaSerf,2,882598,63525e254ca676007a52b46e,a72a2806-6350-487e-aee0-25699075549a
"MORE SPOILER-FREE MINI-REVIEWS @ https://www.msbreviews.com/movie-reviews/mini-reviews-2022-editionSmile deserves the praise it has received since its release.Parker Finn's feature directorial debut contains haunting levels of suspense, consequently creating surprisingly effective jumpscare sequences. Sound design generates an immersive atmosphere rarely seen in horror films, but it turns out to be the moving, character-driven narrative that truly captivates viewers.The impact of past traumas is excellently addressed by a screenplay that glaringly fails to conclude the story at the most appropriate, thematically correct time - one of the most damaging endings of the year.Regardless, it's definitely a personal recommendation.Rating: B",MSB,3,882598,63591e85665408008196fe5b,d3fbb737-e41e-41fa-b4a5-7700c039025a
"You Won’t Be Alone is a dark fairy tale littered with engrossing yet often grisly imagery that crescendos into a unique horror film with intriguing layers that unravel at a deliberate pace. The film is akin to a horror film taking the scenic route to gore and nudity as it’s much more interested in building exquisitely rich folklore with a refreshing payoff for anyone willing to be patient enough to let You Won’t Be Alone breathe like an elegant wine.Full review: https://hubpages.com/entertainment/You-Wont-Be-Alone-2022-Review-Horror-That-is-More-Than-Skin-Deep",Chris Sawin,4,883083,6252df5141465c4bd8128ecf,da3ceae6-1e8c-4fe4-b37d-f6f8a8679ee6
"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/dragon-ball-super-super-hero-spoiler-free-reviewDragon Ball Super: Super Hero offers what most fans of the saga come looking for: energetic action, new transformations, and the classic Akira Toriyama humor that works brilliantly in this film.The risk and courage in creating a narrative focused on Gohan, Piccolo, and Pan turn out to be successful due to the more intimate context, but it's still quite far from the epic levels and supreme satisfaction of the last movie.Exaggerated fan service leads to unjustified, absurd new forms. The pacing and balance of the different storylines and relationships lack better control. The fight sequences have good moments, but some abrupt cuts take away some of the dazzle. And finally, 3D animation proves to be a massive decline in almost every aspect compared to the ideal mix used in recent content.It's a pleasant, light, fun adventure but sadly unfulfilling.Rating: B-",MSB,3,610150,6303bd6adbad50007dc54957,266f0a9e-e5d3-4660-b41b-8ab3054f53bf
"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/dragon-ball-super-super-hero-spoiler-free-reviewDragon Ball Super: Super Hero offers what most fans of the saga come looking for: energetic action, new transformations, and the classic Akira Toriyama humor that works brilliantly in this film.The risk and courage in creating a narrative focused on Gohan, Piccolo, and Pan turn out to be successful due to the more intimate context, but it's still quite far from the epic levels and supreme satisfaction of the last movie.Exaggerated fan service leads to unjustified, absurd new forms. The pacing and balance of the different storylines and relationships lack better control. The fight sequences have good moments, but some abrupt cuts take away some of the dazzle. And finally, 3D animation proves to be a massive decline in almost every aspect compared to the ideal mix used in recent content.It's a pleasant, light, fun adventure but sadly unfulfilling.Rating: B-",MSB,3,610150,6303bd6ae860170079b87f9d,d6b085a1-cc43-4985-a334-d8069731ebbe
"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/spider-man-no-way-home-spoiler-free-reviewSpider-Man: No Way Home is one of the darkest, saddest, emotionally draining entries in the MCU, surpassing all of my expectations.Despite a messy, convoluted first half with some pacing issues and occasionally frustrating, poorly placed humor, Jon Watts, Chris McKenna, and Erik Sommers more than compensate these minor issues with some of the best (and brutally violent) Spider-Man action ever witnessed on screen.In addition to this, the surprisingly coherent narrative packs shocking developments and actually offers enough screentime for the villains to significantly impact Peter Parker's arc. Unbelievably outstanding performances from everyone involved, especially Tom Holland, Zendaya, and Willem Dafoe.A heartfelt, nostalgic homage to the Spider-Man legacy that fans will rewatch countless times, laughing and crying along for many more years to come.A memorable, passionate, once-in-a-lifetime cinematic experience.Rating: A",MSB,4,634649,61ba6b391c6329006961d6e3,af0a0abc-bb72-49e0-974b-da5ee47501a5
